system:index,system:index,Oa18_radiance,Oa20_radiance,Oa21_radiance,PRODUCT_ID,SNAP_Graph_Processing_Framework_GPF_vers,SNAP_Raster_Operators_vers,brightPixelsPercent,chla,coastalPixelsPercent,cosmeticPixelsPercent,cycle_num,dubiousSamplesPercent,duplicatedPixelsPercent,freshInlandWaterPixelsPercent,groundTrackDirection,invalidPixelsPercent,ndci,orbitNumber,processing_facility_country,processing_facility_name,processing_facility_organisation,processing_facility_site,processing_hardware,processing_software_name,processing_software_version,processing_time,product,productQuality,relative_orbit_num,salineWaterPixelsPercent,saturatedPixelsPercent,sp,spacecraft,status,system:asset_size,system:band_names,system:bands,system:footprint,system:id,system:time_end,system:time_start,system:version,tidalRegionPixelsPercent,timeliness,turbidity,.geo
S3A_20170119T013452_20170119T013752,S3A_20220119T013452_20220119T013753,70.9507838,51.13183511,29.05427301,S3A_OL_1_EFR____20220119T013452_20220119T013752_20220120T065712_0179_081_074_2700_LN1_O_NT_002,8.0.3,8.0.3,58,317.238828,0,0,81,0,22,0,descending,4,-0.359812993,30847,EU,Land OLCI Processing and Archiving Centre [LN1],European Space Agency,Cloud Service Provider,OPE,PUG,3.39,1.64E+12,OL_1_EFR___,PASSED,74,88,2.30E-04,0.224175696,S3A,permanent,490811281,"[Oa18_radiance, Oa20_radiance, Oa21_radiance, Oa11_radiance, ndci, sp, turbidity, chla]",<Element>,"LinearRing(118.19416637321925,11.173413612241463, 118.21884461270018,9.553925493879406, 118.23953868040695,7.931404294335543, 132.0799798816105,7.859531682175135, 132.14125466263675,10.269409487148732, 132.19159389681022,11.873662677900631, 132.24979157233363,13.477489989183148, 132.31608565358917,15.080831013385033, 132.39075149161573,16.683624152244732, 132.47410449500106,18.285806409907387, 132.61639670945723,20.69061500531859, 125.30680189731204,20.94601715104968, 117.9545416530429,20.886989735453255, 118.00625423449495,19.266608415538958, 118.09490467492938,16.030314916459538, 118.1653668432629,12.792663875410366, 118.19416637321925,11.173413612241463)",COPERNICUS/S3/OLCI/S3A_20220119T013452_20220119T013752,1.64E+12,1.64E+12,1.64E+15,1,NT,10.74491518,"{""type"":""Polygon"",""coordinates"":[[[118.19416637321928,11.173413612241463],[118.21884461270018,9.553925493879406],[118.23953868040698,7.931404294335543],[132.0799798816105,7.859531682175136],[132.14125466263675,10.269409487148732],[132.19159389681022,11.873662677900631],[132.24979157233363,13.47748998918315],[132.31608565358917,15.080831013385033],[132.39075149161573,16.683624152244732],[132.47410449500106,18.28580640990739],[132.61639670945723,20.690615005318595],[125.30680189731204,20.94601715104968],[117.9545416530429,20.88698973545326],[118.00625423449495,19.26660841553896],[118.09490467492938,16.03031491645954],[118.1653668432629,12.792663875410366],[118.19416637321928,11.173413612241463]]]}"
S3A_20170122T015719_20170122T020019,S3A_20220122T015719_20220122T020020,42.12448086,26.98850772,11.4133557,S3A_OL_1_EFR____20220122T015719_20220122T020019_20220123T063030_0179_081_117_2700_LN1_O_NT_002,8.0.3,8.0.3,29,415.0469388,0,0,81,0,22,0,descending,4,-0.428254723,30890,EU,Land OLCI Processing and Archiving Centre [LN1],European Space Agency,Cloud Service Provider,OPE,PUG,3.43,1.64E+12,OL_1_EFR___,PASSED,117,88,3.70E-05,0.307563953,S3A,permanent,361634718,"[Oa18_radiance, Oa20_radiance, Oa21_radiance, Oa11_radiance, ndci, sp, turbidity, chla]",<Element>,"LinearRing(112.58403215600943,11.18549140511437, 112.60671770211667,9.56671892182577, 112.62574652876656,7.944923790730394, 126.45200433427857,7.860431740626717, 126.51569287866434,10.26534529975181, 126.56799590348353,11.866270961730592, 126.62845027338021,13.466752117321969, 126.6973020552858,15.066725585787713, 126.77483590047324,16.666126690657457, 126.86137772405436,18.264889322246308, 127.00908795067816,20.66450698503127, 119.71150525444672,20.93648943435529, 112.36387937613405,20.895038921167917, 112.41138038278933,19.27528968181508, 112.49281984951017,16.040311371514505, 112.55756373446822,12.804035776237379, 112.58403215600943,11.18549140511437)",COPERNICUS/S3/OLCI/S3A_20220122T015719_20220122T020019,1.64E+12,1.64E+12,1.64E+15,1,NT,14.83396635,"{""type"":""Polygon"",""coordinates"":[[[112.58403215600943,11.18549140511437],[112.60671770211668,9.56671892182577],[112.62574652876657,7.944923790730394],[126.45200433427857,7.860431740626715],[126.51569287866434,10.265345299751809],[126.56799590348353,11.866270961730594],[126.62845027338021,13.46675211732197],[126.6973020552858,15.066725585787713],[126.77483590047324,16.666126690657457],[126.86137772405436,18.264889322246308],[127.00908795067816,20.664506985031274],[119.71150525444672,20.93648943435529],[112.36387937613405,20.895038921167917],[112.41138038278935,19.275289681815085],[112.49281984951017,16.04031137151451],[112.55756373446823,12.804035776237379],[112.58403215600943,11.18549140511437]]]}"
S3A_20170123T013108_20170123T013408,S3A_20220123T013108_20220123T013409,65.27503081,48.21124666,30.36483117,S3A_OL_1_EFR____20220123T013108_20220123T013408_20220124T054319_0179_081_131_2700_LN1_O_NT_002,8.0.3,8.0.3,42,606.1740434,0,0,81,1,22,0,descending,4,-0.414133936,30904,EU,Land OLCI Processing and Archiving Centre [LN1],European Space Agency,Cloud Service Provider,OPE,PUG,3.43,1.64E+12,OL_1_EFR___,PASSED,131,88,4.66E-04,0.259925728,S3A,permanent,378247691,"[Oa18_radiance, Oa20_radiance, Oa21_radiance, Oa11_radiance, ndci, sp, turbidity, chla]",<Element>,"LinearRing(133.27328529983137,11.182048066608152, 133.29936955706253,12.828956787993926, 133.36337462010408,16.121942899687625, 133.44413831024846,19.413600811096938, 133.4913364725084,21.061716647068362, 126.0291910326044,21.095184922696493, 118.62364736382298,20.803759627481234, 118.7803841654473,18.3653613598429, 118.8720695797214,16.740693231566336, 118.95409520015242,15.115332181836552, 119.02681736744478,13.48935135479479, 119.09054640823258,11.862821847742492, 119.1455502891719,10.235813125039348, 119.21225553028971,7.79168243355634, 133.23235819574083,7.8846989125921905, 133.25099048465694,9.534906870414822, 133.27328529983137,11.182048066608152)",COPERNICUS/S3/OLCI/S3A_20220123T013108_20220123T013408,1.64E+12,1.64E+12,1.64E+15,1,NT,14.21192855,"{""type"":""Polygon"",""coordinates"":[[[133.27328529983137,11.18204806660815],[133.29936955706253,12.828956787993928],[133.36337462010408,16.121942899687625],[133.44413831024846,19.413600811096934],[133.4913364725084,21.06171664706836],[126.0291910326044,21.095184922696497],[118.62364736382298,20.803759627481234],[118.7803841654473,18.3653613598429],[118.8720695797214,16.740693231566336],[118.95409520015242,15.115332181836552],[119.02681736744478,13.489351354794792],[119.09054640823258,11.86282184774249],[119.1455502891719,10.235813125039348],[119.21225553028971,7.791682433556339],[133.23235819574083,7.884698912592189],[133.25099048465694,9.534906870414822],[133.27328529983137,11.18204806660815]]]}"
S3A_20170126T015335_20170126T015635,S3A_20220126T015335_20220126T015636,71.32329415,47.0459515,22.58928898,S3A_OL_1_EFR____20220126T015335_20220126T015635_20220127T072125_0179_081_174_2700_LN1_O_NT_002,8.0.3,8.0.3,53,477.7910504,0,0,81,1,22,0,descending,4,-0.437406924,30947,EU,Land OLCI Processing and Archiving Centre [LN1],European Space Agency,Cloud Service Provider,OPE,PUG,3.43,1.64E+12,OL_1_EFR___,PASSED,174,87,4.69E-04,0.242894918,S3A,permanent,469177250,"[Oa18_radiance, Oa20_radiance, Oa21_radiance, Oa11_radiance, ndci, sp, turbidity, chla]",<Element>,"LinearRing(127.65041714406169,11.176388225422205, 127.67873124633073,12.81960553233153, 127.74818488649711,16.105178437168508, 127.83579356438263,19.389372317869938, 127.88698057327639,21.033729030860613, 120.4362702685615,21.084753845035205, 113.03429098563298,20.811479496654737, 113.18469691332689,18.37418756696108, 113.27268798004465,16.750304795206347, 113.3514165616472,15.125764088696368, 113.42122453281361,13.500634269398558, 113.48240972765034,11.874982619842639, 113.53522909857362,10.248874897091582, 113.5993091920875,7.806135067393655, 127.60597124675222,7.886401641938355, 127.62620956054965,9.53293001048453, 127.65041714406169,11.176388225422205)",COPERNICUS/S3/OLCI/S3A_20220126T015335_20220126T015635,1.64E+12,1.64E+12,1.64E+15,1,NT,14.02498042,"{""type"":""Polygon"",""coordinates"":[[[127.65041714406169,11.176388225422205],[127.67873124633073,12.819605532331531],[127.74818488649711,16.105178437168508],[127.83579356438263,19.389372317869938],[127.88698057327639,21.033729030860613],[120.4362702685615,21.08475384503521],[113.03429098563299,20.81147949665474],[113.1846969133269,18.37418756696108],[113.27268798004467,16.750304795206347],[113.35141656164721,15.125764088696368],[113.42122453281361,13.500634269398558],[113.48240972765034,11.874982619842639],[113.53522909857362,10.24887489709158],[113.59930919208752,7.806135067393657],[127.60597124675222,7.886401641938355],[127.62620956054965,9.53293001048453],[127.65041714406169,11.176388225422205]]]}"
S3A_20170127T012724_20170127T013024,S3A_20220127T012724_20220127T013025,58.0881948,38.41915615,18.1564569,S3A_OL_1_EFR____20220127T012724_20220127T013024_20220128T063823_0179_081_188_2700_LN1_O_NT_002,8.0.3,8.0.3,42,671.7891025,0,0,81,1,22,0,descending,4,-0.436768498,30961,EU,Land OLCI Processing and Archiving Centre [LN1],European Space Agency,Cloud Service Provider,OPE,PUG,3.43,1.64E+12,OL_1_EFR___,PASSED,188,92,2.03E-04,0.271116696,S3A,permanent,399004886,"[Oa18_radiance, Oa20_radiance, Oa21_radiance, Oa11_radiance, ndci, sp, turbidity, chla]",<Element>,"LinearRing(134.17720434113875,11.16026665610577, 134.2086146403565,12.799376264904, 134.28564416665841,16.07668605635768, 134.38278209273494,19.35253723423666, 134.4395256736807,20.992681005789304, 127.00476529687198,21.068093321232006, 119.60780641016115,20.820110269418905, 119.74946075934793,18.38286012890816, 119.83233584311257,16.75906770500909, 119.90649080767429,15.134662912295024, 119.97224783894505,13.509709222396852, 120.02988747439515,11.88426902185129, 120.0796521484427,10.258403030816357, 120.14003924793936,7.816077739460016, 134.1278833425034,7.8784633322769295, 134.15034456899429,9.52090307757575, 134.17720434113875,11.16026665610577)",COPERNICUS/S3/OLCI/S3A_20220127T012724_20220127T013024,1.64E+12,1.64E+12,1.64E+15,1,NT,14.51950454,"{""type"":""Polygon"",""coordinates"":[[[134.17720434113875,11.160266656105772],[134.2086146403565,12.799376264904],[134.28564416665841,16.07668605635768],[134.38278209273494,19.352537234236664],[134.4395256736807,20.9926810057893],[127.00476529687198,21.068093321232006],[119.60780641016115,20.820110269418905],[119.74946075934795,18.38286012890816],[119.83233584311257,16.75906770500909],[119.90649080767429,15.134662912295024],[119.97224783894505,13.509709222396852],[120.02988747439515,11.884269021851289],[120.0796521484427,10.258403030816357],[120.14003924793936,7.816077739460016],[134.1278833425034,7.87846333227693],[134.15034456899429,9.52090307757575],[134.17720434113875,11.160266656105772]]]}"
S3A_20170129T021602_20170129T021902,S3A_20220129T021602_20220129T021903,42.23977119,26.52250006,11.33614451,S3A_OL_1_EFR____20220129T021602_20220129T021902_20220130T065128_0179_081_217_2700_LN1_O_NT_002,8.0.3,8.0.3,28,563.2233471,0,0,81,0,22,0,descending,4,-0.449388358,30990,EU,Land OLCI Processing and Archiving Centre [LN1],European Space Agency,Cloud Service Provider,OPE,PUG,3.43,1.64E+12,OL_1_EFR___,PASSED,217,91,1.08E-04,0.297500246,S3A,permanent,388528357,"[Oa18_radiance, Oa20_radiance, Oa21_radiance, Oa11_radiance, ndci, sp, turbidity, chla]",<Element>,"LinearRing(122.02724315970242,11.166322999186532, 122.05777749995566,12.806576057921509, 122.13266255985317,16.086186694399334, 122.22710180492034,19.364362150969033, 122.28227147887002,21.005680248938624, 114.84301285686546,21.074170938069337, 107.44465806469154,20.818990084477573, 107.58880858439522,18.381760312984056, 107.67314365943177,16.757964125802918, 107.74860449067353,15.133542816300489, 107.81551884078299,13.50856144276937, 107.87417235420024,11.883083535213876, 107.92481141554003,10.257171603320968, 107.98625790705158,7.814762712265024, 121.97930009694774,7.882242344994435, 122.001133287719,9.525819860583006, 122.02724315970242,11.166322999186532)",COPERNICUS/S3/OLCI/S3A_20220129T021602_20220129T021902,1.64E+12,1.64E+12,1.64E+15,0,NT,15.95234506,"{""type"":""Polygon"",""coordinates"":[[[122.02724315970242,11.16632299918653],[122.05777749995569,12.80657605792151],[122.13266255985317,16.086186694399334],[122.22710180492034,19.364362150969033],[122.28227147887004,21.005680248938624],[114.84301285686549,21.074170938069333],[107.44465806469155,20.818990084477573],[107.58880858439524,18.381760312984056],[107.67314365943179,16.757964125802918],[107.74860449067353,15.133542816300485],[107.81551884078299,13.508561442769373],[107.87417235420024,11.883083535213874],[107.92481141554003,10.257171603320966],[107.9862579070516,7.814762712265024],[121.97930009694774,7.882242344994435],[122.001133287719,9.525819860583006],[122.02724315970242,11.16632299918653]]]}"
S3A_20170130T014951_20170130T015251,S3A_20220130T014951_20220130T015252,46.82546073,30.29728899,13.66867316,S3A_OL_1_EFR____20220130T014951_20220130T015251_20220131T055943_0179_081_231_2700_LN1_O_NT_002,8.0.3,8.0.3,27,727.1568053,0,0,81,1,22,0,descending,4,-0.468613182,31004,EU,Land OLCI Processing and Archiving Centre [LN1],European Space Agency,Cloud Service Provider,OPE,PUG,3.43,1.64E+12,OL_1_EFR___,PASSED,231,87,7.07E-04,0.282410299,S3A,permanent,357756970,"[Oa18_radiance, Oa20_radiance, Oa21_radiance, Oa11_radiance, ndci, sp, turbidity, chla]",<Element>,"LinearRing(128.55416890792057,11.1543082350412, 128.58778957057683,12.790081171329662, 128.67021586121388,16.060680327460425, 128.77412775673105,19.329759151408307, 128.83481631546005,20.966484752413365, 121.41154634395234,21.059266400552534, 114.01830174589105,20.829302304450806, 114.15369547101353,18.392705250842436, 114.23291439508668,16.769390695704118, 114.30380382892359,15.14549480762964, 114.36667180801538,13.521077423091405, 114.42178655992002,11.89619723792192, 114.4693797867496,10.270912126827051, 114.52715046584667,7.829493137292706, 128.5013564583691,7.879152704310143, 128.52541189368492,9.518271186367654, 128.55416890792057,11.1543082350412)",COPERNICUS/S3/OLCI/S3A_20220130T014951_20220130T015251,1.64E+12,1.64E+12,1.64E+15,1,NT,16.82948188,"{""type"":""Polygon"",""coordinates"":[[[128.55416890792057,11.1543082350412],[128.58778957057683,12.790081171329662],[128.67021586121388,16.060680327460428],[128.77412775673105,19.32975915140831],[128.83481631546005,20.96648475241337],[121.41154634395234,21.059266400552534],[114.01830174589105,20.829302304450806],[114.15369547101355,18.392705250842436],[114.2329143950867,16.769390695704118],[114.30380382892359,15.14549480762964],[114.3666718080154,13.521077423091407],[114.42178655992002,11.896197237921918],[114.46937978674961,10.270912126827051],[114.52715046584667,7.829493137292705],[128.5013564583691,7.879152704310141],[128.52541189368492,9.518271186367654],[128.55416890792057,11.1543082350412]]]}"
S3A_20170131T012340_20170131T012640,S3A_20220131T012340_20220131T012641,44.11576068,25.9641038,7.624294685,S3A_OL_1_EFR____20220131T012340_20220131T012640_20220201T050922_0179_081_245_2700_LN1_O_NT_002,8.0.3,8.0.3,31,717.2291294,0,0,81,1,22,0,descending,4,-0.50655976,31018,EU,Land OLCI Processing and Archiving Centre [LN1],European Space Agency,Cloud Service Provider,OPE,PUG,3.43,1.64E+12,OL_1_EFR___,PASSED,245,95,3.23E-04,0.310410263,S3A,permanent,411155235,"[Oa18_radiance, Oa20_radiance, Oa21_radiance, Oa11_radiance, ndci, sp, turbidity, chla]",<Element>,"LinearRing(135.080256938546,11.139033353276208, 135.11692691601482,12.770238615565425, 135.20680175459918,16.031646359925748, 135.3200652309081,19.29144088605053, 135.38620019210862,20.923476956390047, 127.97961236601887,21.04034644278166, 120.59224615626127,20.835563041221548, 120.71886315987858,18.399786104552554, 120.79295283402875,16.777074521977138, 120.85925758116129,15.153822531081365, 120.91806551354563,13.5300853943185, 120.96962767869674,11.9059172697059, 121.01416069561475,10.281371416551552, 121.06823297712091,7.841108425453041, 135.02263175971035,7.872974660896082, 135.0488839801869,9.507548861618833, 135.080256938546,11.139033353276208)",COPERNICUS/S3/OLCI/S3A_20220131T012340_20220131T012640,1.64E+12,1.64E+12,1.64E+15,1,NT,18.39228284,"{""type"":""Polygon"",""coordinates"":[[[135.080256938546,11.139033353276208],[135.11692691601482,12.770238615565425],[135.20680175459918,16.031646359925748],[135.3200652309081,19.291440886050534],[135.38620019210862,20.923476956390047],[127.97961236601887,21.04034644278166],[120.59224615626127,20.835563041221548],[120.71886315987858,18.399786104552554],[120.79295283402875,16.777074521977138],[120.85925758116129,15.153822531081362],[120.91806551354566,13.5300853943185],[120.96962767869677,11.905917269705899],[121.01416069561475,10.281371416551552],[121.06823297712091,7.841108425453042],[135.02263175971035,7.872974660896084],[135.0488839801869,9.507548861618833],[135.080256938546,11.139033353276208]]]}"
S3A_20170202T021217_20170202T021517,S3A_20220202T021217_20220202T021518,32.06098848,19.69485344,7.273008967,S3A_OL_1_EFR____20220202T021217_20220202T021517_20220203T072539_0180_081_274_2700_LN1_O_NT_002,8.0.3,8.0.3,18,421.6045708,0,0,81,1,22,0,descending,4,-0.469141121,31047,EU,Land OLCI Processing and Archiving Centre [LN1],European Space Agency,Cloud Service Provider,OPE,PUG,3.43,1.64E+12,OL_1_EFR___,PASSED,274,93,2.80E-04,0.321837278,S3A,permanent,340774764,"[Oa18_radiance, Oa20_radiance, Oa21_radiance, Oa11_radiance, ndci, sp, turbidity, chla]",<Element>,"LinearRing(122.92995982570876,11.145938521440502, 122.96576574716013,12.77832497011574, 123.05352646807474,16.04211157950705, 123.16413181499756,19.304312333935357, 123.22871751003363,20.937565390279225, 115.817363031428,21.04757787250891, 108.42830888706565,20.83559681013219, 108.5574343091022,18.399764154593697, 108.6329913508972,16.776999796568347, 108.70060912620036,15.153683716204283, 108.76058128961321,13.529872292672138, 108.81316372255046,11.905621101916141, 108.85857747803165,10.28098449966071, 108.91371798494356,7.840572265275519, 122.87369486191285,7.877528845680528, 122.8993269314692,9.513277283321639, 122.92995982570876,11.145938521440502)",COPERNICUS/S3/OLCI/S3A_20220202T021217_20220202T021517,1.64E+12,1.64E+12,1.64E+15,0,NT,16.3377834,"{""type"":""Polygon"",""coordinates"":[[[122.92995982570876,11.145938521440502],[122.96576574716013,12.778324970115742],[123.05352646807474,16.04211157950705],[123.16413181499756,19.30431233393536],[123.22871751003363,20.93756539027922],[115.817363031428,21.04757787250891],[108.42830888706567,20.83559681013219],[108.5574343091022,18.399764154593697],[108.63299135089721,16.776999796568347],[108.70060912620038,15.153683716204279],[108.76058128961321,13.529872292672138],[108.81316372255047,11.905621101916141],[108.85857747803166,10.28098449966071],[108.91371798494356,7.840572265275519],[122.87369486191285,7.87752884568053],[122.8993269314692,9.513277283321639],[122.92995982570876,11.145938521440502]]]}"
S3A_20170203T014606_20170203T014906,S3A_20220203T014606_20220203T014907,47.84210062,33.03774102,16.81034347,S3A_OL_1_EFR____20220203T014606_20220203T014906_20220204T070246_0179_081_288_2700_LN1_O_NT_002,8.0.3,8.0.3,34,375.7262459,0,0,81,0,22,0,descending,4,-0.416814157,31061,EU,Land OLCI Processing and Archiving Centre [LN1],European Space Agency,Cloud Service Provider,OPE,PUG,3.43,1.64E+12,OL_1_EFR___,PASSED,288,87,2.17E-04,0.266201292,S3A,permanent,406923642,"[Oa18_radiance, Oa20_radiance, Oa21_radiance, Oa11_radiance, ndci, sp, turbidity, chla]",<Element>,"LinearRing(129.45629044614896,11.133909127345602, 129.49514500955976,12.761788350812486, 129.59034564001328,16.016500864182852, 129.7102832577397,19.26952843145835, 129.78030106371327,20.8981448182507, 122.38524134891767,21.03216805303378, 115.00173533636497,20.845253081937276, 115.12213451544271,18.41019224831051, 115.19259201187016,16.787995603722855, 115.25565192746271,15.16528608458624, 115.31158823869602,13.542115572627175, 115.36063954998478,11.918535228506663, 115.40301202924255,10.294595481885134, 115.45447813908214,7.855272765041261, 129.3952072686734,7.874471605651659, 129.42303988491574,9.505738647249936, 129.45629044614896,11.133909127345602)",COPERNICUS/S3/OLCI/S3A_20220203T014606_20220203T014906,1.64E+12,1.64E+12,1.64E+15,1,NT,13.51887072,"{""type"":""Polygon"",""coordinates"":[[[129.45629044614896,11.133909127345603],[129.49514500955976,12.761788350812486],[129.59034564001328,16.016500864182852],[129.7102832577397,19.26952843145835],[129.78030106371327,20.898144818250703],[122.38524134891767,21.03216805303378],[115.00173533636497,20.845253081937276],[115.12213451544271,18.410192248310512],[115.19259201187016,16.787995603722855],[115.25565192746271,15.165286084586239],[115.31158823869602,13.542115572627175],[115.36063954998478,11.918535228506665],[115.40301202924257,10.294595481885134],[115.45447813908214,7.855272765041261],[129.3952072686734,7.8744716056516575],[129.42303988491574,9.505738647249938],[129.45629044614896,11.133909127345603]]]}"
S3A_20170206T020833_20170206T021133,S3A_20220206T020833_20220206T021134,62.33874308,40.54615683,16.69768098,S3A_OL_1_EFR____20220206T020833_20220206T021133_20220207T061643_0179_081_331_2700_LN1_O_NT_002,8.0.3,8.0.3,50,317.8382709,0,0,81,0,22,0,descending,4,-0.444866656,31104,EU,Land OLCI Processing and Archiving Centre [LN1],European Space Agency,Cloud Service Provider,OPE,PUG,3.43,1.64E+12,OL_1_EFR___,PASSED,331,92,1.14E-04,0.231585869,S3A,permanent,474155425,"[Oa18_radiance, Oa20_radiance, Oa21_radiance, Oa11_radiance, ndci, sp, turbidity, chla]",<Element>,"LinearRing(123.83298195933986,11.12593633524769, 123.87400565061505,12.750456944568992, 123.9744942920773,15.998406674011035, 124.10105768510837,19.244595691784163, 124.17492954358892,20.86975496839575, 116.79174360830189,21.02087364512197, 109.41246351833675,20.85186491359894, 109.49048811517818,19.228207907493292, 109.5609068438416,17.60683057606887, 109.62417291755764,15.984941697765331, 109.68056368883154,14.36259062310144, 109.7303217838352,12.739825992723464, 109.77365782826851,11.116695540539991, 109.81075246445215,9.493246795535224, 109.84181252629918,7.866681795329888, 123.76846560821959,7.873183505637137, 123.79786720418448,9.501111934084797, 123.83298195933986,11.12593633524769)",COPERNICUS/S3/OLCI/S3A_20220206T020833_20220206T021133,1.64E+12,1.64E+12,1.64E+15,0,NT,12.83331554,"{""type"":""Polygon"",""coordinates"":[[[123.83298195933986,11.125936335247692],[123.87400565061505,12.75045694456899],[123.9744942920773,15.998406674011038],[124.10105768510837,19.244595691784166],[124.17492954358892,20.86975496839575],[116.79174360830189,21.02087364512197],[109.41246351833675,20.85186491359894],[109.4904881151782,19.228207907493292],[109.56090684384161,17.606830576068866],[109.62417291755766,15.984941697765331],[109.68056368883155,14.362590623101443],[109.73032178383521,12.739825992723466],[109.77365782826851,11.116695540539993],[109.81075246445215,9.493246795535224],[109.8418125262992,7.866681795329888],[123.76846560821959,7.873183505637137],[123.79786720418448,9.501111934084797],[123.83298195933986,11.125936335247692]]]}"
S3A_20170207T014222_20170207T014522,S3A_20220207T014222_20220207T014523,62.38934784,39.43564882,15.17777329,S3A_OL_1_EFR____20220207T014222_20220207T014522_20220207T032824_0179_081_345_2700_LN1_O_NR_002,8.0.3,8.0.3,41,389.2759096,0,0,81,0,22,0,descending,4,-0.427864834,31118,EU,Land OLCI Processing and Archiving Centre [LN1],European Space Agency,Cloud Service Provider,OPE,PUG,3.43,1.64E+12,OL_1_EFR___,PASSED,345,87,5.00E-05,0.226303895,S3A,provisional,433610473,"[Oa18_radiance, Oa20_radiance, Oa21_radiance, Oa11_radiance, ndci, sp, turbidity, chla]",<Element>,"LinearRing(116.31975811605997,11.13048270828896, 116.35404856425409,9.508100085022722, 116.38277142232606,7.882622744902555, 130.29035116018417,7.871398666823266, 130.34000400192144,10.304573157406704, 130.38085343300006,11.924432178464732, 130.42812136752764,13.543945017943518, 130.48200540862987,15.163063418231534, 130.54273440864807,16.781738386059406, 130.61057087374343,18.399920576792393, 130.72645994979703,20.82899594687262, 123.35964237508044,21.003886867299247, 115.98610365645538,20.859825420412864, 116.05816111910416,19.237054495968913, 116.18163908173925,15.995671445836054, 116.27970878083832,12.752568093208616, 116.31975811605997,11.13048270828896)",COPERNICUS/S3/OLCI/S3A_20220207T014222_20220207T014522,1.64E+12,1.64E+12,1.64E+15,1,NR,12.56770157,"{""type"":""Polygon"",""coordinates"":[[[116.31975811605997,11.13048270828896],[116.35404856425409,9.508100085022722],[116.38277142232609,7.882622744902555],[130.29035116018417,7.871398666823266],[130.34000400192144,10.304573157406702],[130.38085343300006,11.924432178464732],[130.42812136752764,13.543945017943516],[130.48200540862987,15.163063418231534],[130.54273440864807,16.781738386059406],[130.61057087374343,18.39992057679239],[130.72645994979703,20.82899594687262],[123.35964237508044,21.00388686729925],[115.98610365645538,20.859825420412864],[116.05816111910418,19.237054495968913],[116.18163908173925,15.995671445836054],[116.27970878083832,12.752568093208614],[116.31975811605997,11.13048270828896]]]}"
